"","ApplNo","SubmissionClassCodeID.x","SponsorName","NAME_EDIT","EMPLOYEES","ESTIMATED","Orig_App_Date","SubmissionClassCodeID.y","SubmissionNo","SubmissionStatusDate","ReviewPriority.y","DAY_DELAY","SURVIVAL","NDA","ORIG_PRIORITY","DrugName","ActiveIngredient"
"632",208073,7,"SHIRE DEV LLC","SHIRE DEV LLC",23906,0,2016-07-11,3,2,2017-12-17,"STANDARD",524,1,1,1,"xiidra","lifitegrast"
"633",208078,7,"CATALYST PHARMS","CATALYST PHARMS",18,0,2018-11-28,NA,NA,NA,NA,243,0,1,1,"firdapse","amifampridine phosphate"
"634",208079,12,"PROMIUS PHARMA LLC","DR REDDYS LABS LTD",125,1,2016-02-05,3,1,2018-11-30,"STANDARD",1029,1,1,0,"sernivo","betamethasone dipropionate"
"635",208081,12,"BIOFRONTERA","BIOFRONTERA",123,1,2016-05-10,3,2,2017-09-06,"STANDARD",484,1,1,0,"ameluz","aminolevulinic acid hydrochloride"
"636",208082,7,"TEVA BRANDED PHARM","TEVA",42535,0,2017-04-03,3,2,2018-06-06,"STANDARD",429,1,1,0,"austedo","deutetrabenazine"
"637",208083,15,"BAXTER HLTHCARE CORP","BAXTER HLTHCARE CORP",65,1,2017-04-20,3,1,2017-12-19,"STANDARD",243,1,1,0,"clindamycin phosphate in 0.9% sodium chloride","clindamycin phosphate"
"638",208085,13,"ECI PHARMS LLC","ECI PHARMS LLC",40,1,2018-04-25,3,1,2018-10-31,"STANDARD",189,1,1,0,"xtrelus","guaifenesin; hydrocodone bitartrate"
"639",208090,15,"COLLEGIUM PHARM INC","COLLEGIUM PHARM INC",1194,0,2016-04-26,21,2,2016-09-30,"N/A",157,1,1,0,"xtampza er","oxycodone"
"640",208109,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2017-11-21,2,1,2018-12-06,"STANDARD",380,1,1,0,"palonosetron hydrochloride","palonosetron hydrochloride"
"641",208114,7,"JAZZ PHARMS INC","JAZZ PHARMS INC",1360,0,2016-03-30,NA,NA,NA,NA,1216,0,1,1,"defitelio","defibrotide sodium"
"642",208135,17,"ALCON LABS","AKORN PHARMA",2261,0,2016-02-29,NA,NA,NA,NA,1246,0,1,0,"tetracaine hydrochloride","tetracaine hydrochloride"
"643",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"readi-cat 2","barium sulfate"
"644",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"readi-cat 2 smoothies","barium sulfate"
"645",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"liquid e-z-paque","barium sulfate"
"646",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"varibar nectar","barium sulfate"
"647",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"tagitol v","barium sulfate"
"648",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"varibar thin honey","barium sulfate"
"649",208143,17,"BRACCO","BRACCO",3000,1,2016-01-15,3,3,2017-02-08,"STANDARD",390,1,1,0,"varibar honey","barium sulfate"
"650",208144,15,"BAUSCH AND LOMB INC","BAUSCH AND LOMB",21100,0,2017-12-22,NA,NA,NA,NA,584,0,1,0,"lumify","brimonidine tartrate"
"651",208147,12,"TRIS PHARMA INC","TRIS PHARMA INC",600,1,2015-10-19,3,2,2017-01-04,"901 REQUIRED",443,1,1,0,"dyanavel xr","amphetamine"
"652",208151,15,"ALCON LABS INC","AKORN PHARMA",2261,0,2016-12-01,NA,NA,NA,NA,970,0,1,0,"isopto atropine","atropine sulfate"
"653",208159,22,"WELLSTAT THERAP","WELLSTAT THERAP",0,1,2015-12-11,3,1,2016-03-29,"STANDARD",109,1,1,1,"vistogard","uridine triacetate"
"654",208169,7,"WELLSTAT THERAP","WELLSTAT THERAP",0,1,2015-09-04,NA,NA,NA,NA,1424,0,1,1,"xuriden","uridine triacetate"
"655",208183,12,"SUN PHARM INDUSTRIES","SUN PHARMA GLOBAL",30000,0,2015-11-06,NA,NA,NA,NA,1361,0,1,0,"ultravate","halobetasol propionate"
"656",208194,15,"EAGLE PHARMS","EAGLE PHARMS",77,0,2015-12-07,3,1,2016-06-23,"STANDARD",199,1,1,0,"bendeka","bendamustine hydrochloride"
"657",208194,15,"EAGLE PHARMS","EAGLE PHARMS",77,0,2015-12-07,3,2,2016-06-23,"STANDARD",199,1,1,0,"bendeka","bendamustine hydrochloride"
"658",208215,14,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2016-04-04,3,1,2017-04-07,"STANDARD",368,1,1,0,"descovy","emtricitabine; tenofovir alafenamide fumarate"
"659",208216,15,"ACTAVIS LLC","ALLERGAN",16900,0,2016-04-29,3,1,2018-01-10,"STANDARD",621,1,1,0,"azacitidine","azacitidine"
"660",208223,15,"DR REDDYS LABS LTD","DR REDDYS LABS LTD",125,1,2016-01-28,3,3,2017-03-20,"STANDARD",417,1,1,0,"zembrace symtouch","sumatriptan succinate"
"661",208224,15,"BAYER HLTHCARE","BAYER HEALTHCARE",99592,0,2016-09-16,3,1,2018-03-01,"STANDARD",531,1,1,0,"kyleena","levonorgestrel"
"662",208246,12,"PFIZER INC","PFIZER",92400,0,2016-02-23,2,1,2017-08-22,"STANDARD",546,1,1,0,"xeljanz xr","tofacitinib citrate"
"663",208246,12,"PFIZER INC","PFIZER",92400,0,2016-02-23,3,2,2017-08-22,"STANDARD",546,1,1,0,"xeljanz xr","tofacitinib citrate"
"664",208251,15,"LABORATORIOS SALVAT","LABORATORIOS SALVAT",0,1,2016-04-29,NA,NA,NA,NA,1186,0,1,0,"otovel","ciprofloxacin hydrochloride; fluocinolone acetonide"
"665",208253,15,"AQUA PHARMS","ALMIRALL",2130,0,2016-04-26,3,1,2017-11-15,"STANDARD",568,1,1,0,"acticlate cap","doxycycline hyclate"
"666",208254,7,"AERIE PHARMS INC","AERIE PHARMS INC",353,0,2017-12-18,NA,NA,NA,NA,588,0,1,0,"rhopressa","netarsudil dimesylate"
"667",208255,12,"MYLAN PHARMS INC","MYLAN",35000,0,2018-02-05,NA,NA,NA,NA,539,0,1,1,"symfi lo","efavirenz; lamivudine; tenofovir disoproxil fumarate"
"668",208261,8,"MERCK SHARP DOHME","MERCK",69000,0,2016-01-28,3,1,2017-01-10,"STANDARD",348,1,1,1,"zepatier","elbasvir; grazoprevir"
"669",208264,15,"ADIENNE SA","ADIENNE SA",0,1,2017-01-26,NA,NA,NA,NA,914,0,1,0,"tepadina","thiotepa"
"670",208271,12,"SALIX PHARMS INC","SALIX PHARMS INC",1000,1,2016-07-19,3,1,2017-05-16,"STANDARD",301,1,1,0,"relistor","methylnaltrexone bromide"
"671",208276,12,"UNITED THERAP","UNITED THERAP",860,0,2018-07-30,NA,NA,NA,NA,364,0,1,0,"remodulin","treprostinil"
"672",208277,12,"EISAI INC","EISAI INC",10452,0,2016-04-29,2,1,2017-07-26,"STANDARD",453,1,1,0,"fycompa","perampanel"
"673",208286,15,"DR REDDYS LABS LTD","DR REDDYS LABS LTD",125,1,2016-01-27,NA,NA,NA,NA,1279,0,1,0,"zenavod","doxycycline"
"674",208288,15,"3M HEALTH CARE","3M HEALTH CARE",93516,0,2018-08-08,NA,NA,NA,NA,355,0,1,0,"soluprep","chlorhexidine gluconate; isopropyl alcohol"
"675",208289,17,"FLAMEL IRELAND LTD","AVADEL",180,1,2016-04-29,3,2,2018-08-10,"STANDARD",833,1,1,0,"akovaz","ephedrine sulfate"
"676",208294,14,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2016-04-25,NA,NA,NA,NA,1190,0,1,0,"bevespi aerosphere","formoterol fumarate; glycopyrrolate"
"677",208313,12,"SUN PHARM INDS LTD","SUN PHARMA GLOBAL",30000,0,2018-07-16,NA,NA,NA,NA,378,0,1,0,"infugem","gemcitabine hydrochloride"
"678",208325,7,"KAI PHARMS INC","AMGEN",19200,0,2017-02-07,3,1,2018-08-20,"STANDARD",559,1,1,0,"parsabiv","etelcalcetide"
"679",208341,8,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2016-06-28,3,2,2017-02-14,"901 REQUIRED",231,1,1,1,"epclusa","sofosbuvir; velpatasvir"
"680",208351,14,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2016-03-01,3,1,2017-04-07,"STANDARD",402,1,1,1,"odefsey","emtricitabine; rilpivirine hydrochloride; tenofovir alafenamide fumarate"
"681",208374,15,"BAXTER HLTHCARE CORP","BAXTER HLTHCARE CORP",65,1,2017-12-21,NA,NA,NA,NA,585,0,1,0,"bivalirudin in 0.9% sodium chloride","bivalirudin"
"682",208379,9,"ZYDUS PHARMS USA INC","ZYDUS CADILA",12227,0,2017-07-14,NA,NA,NA,NA,745,0,1,0,"zypitamag","pitavastatin magnesium"
"683",208383,7,"PORTOLA PHARMS INC","PORTOLA PHARMS INC",163,0,2017-06-23,3,1,2017-07-14,"STANDARD",21,1,1,1,"bevyxxa","betrixaban"
"684",208385,15,"SAGENT PHARMS","SAGENT PHARMS",440,0,2017-09-12,3,1,2018-08-30,"STANDARD",352,1,1,0,"daptomycin","daptomycin"
"685",208398,15,"JANSSEN PHARMS","JANSSEN",135100,0,2016-10-19,NA,NA,NA,NA,1013,0,1,1,"vermox","mebendazole"
"686",208399,12,"TERSERA THERAPS LLC","TERSERA THERAPS LLC",0,1,2017-10-25,3,2,2018-04-13,"STANDARD",170,1,1,0,"varubi","rolapitant hydrochloride"
"687",208400,12,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2017-04-25,NA,NA,NA,NA,825,0,1,0,"xatmep","methotrexate sodium"
"688",208400,12,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2017-04-25,NA,NA,NA,NA,825,0,1,0,"xatmep","methotrexate sodium"
"689",208400,12,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2017-04-25,NA,NA,NA,NA,825,0,1,0,"xatmep","methotrexate sodium"
"690",208400,12,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2017-04-25,NA,NA,NA,NA,825,0,1,0,"xatmep","methotrexate sodium"
"691",208401,12,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2016-07-29,3,2,2017-07-28,"STANDARD",364,1,1,0,"qbrelis","lisinopril"
"692",208411,12,"ADAPT","ADAPT",50,1,2015-11-18,2,1,2017-01-24,"STANDARD",433,1,1,1,"narcan","naloxone hydrochloride"
"693",208418,17,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2017-06-15,3,1,2017-12-22,"STANDARD",190,1,1,0,"calcium gluconate","calcium gluconate"
"694",208424,12,"POHL BOSKAMP","POHL BOSKAMP",0,1,2016-06-08,NA,NA,NA,NA,1146,0,1,0,"gonitro","nitroglycerin"
"695",208434,7,"HOFFMANN-LA ROCHE","ROCHE",94052,0,2015-12-11,3,1,2016-11-04,"STANDARD",329,1,1,1,"alecensa","alectinib hydrochloride"
"696",208437,13,"SUNOVION RESP","SUNOVION PHARMS INC",1700,1,2017-12-05,NA,NA,NA,NA,601,0,1,0,"lonhala magnair kit","glycopyrrolate"
"697",208447,7,"TESARO INC","TESARO INC",446,0,2017-03-27,NA,NA,NA,NA,854,0,1,1,"zejula","niraparib tosylate"
"698",208462,7,"MILLENNIUM PHARMS","TAKEDA PHARMS USA",27230,0,2015-11-20,3,1,2016-11-23,"STANDARD",369,1,1,1,"ninlaro","ixazomib citrate"
"699",208464,15,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2016-11-10,3,1,2017-04-07,"STANDARD",148,1,1,0,"vemlidy","tenofovir alafenamide fumarate"
"700",208471,7,"SANOFI-AVENTIS US","SANOFI",106859,0,2016-07-27,NA,NA,NA,NA,1097,0,1,0,"adlyxin","lixisenatide"
"701",208510,12,"SHIRE DEV LLC","SHIRE DEV LLC",23906,0,2017-01-28,3,1,2017-05-19,"901 REQUIRED",111,1,1,0,"vyvanse","lisdexamfetamine dimesylate"
"702",208524,15,"EISAI INC","EISAI INC",10452,0,2016-07-15,3,1,2017-05-23,"STANDARD",312,1,1,0,"belviq xr","lorcaserin hydrochloride"
"703",208547,7,"AAA USA INC","AAA USA INC",501,1,2016-06-01,3,2,2016-09-02,"STANDARD",93,1,1,1,"netspot","gallium dotatate ga-68"
"704",208551,12,"ROCKWELL MEDICAL INC","ROCKWELL MEDICAL INC",300,0,2016-04-25,3,3,2017-10-16,"STANDARD",539,1,1,0,"triferic","ferric pyrophosphate citrate"
"705",208552,22,"ACLARIS","ACLARIS",169,0,2017-01-18,NA,NA,NA,NA,922,0,1,0,"rhofade","oxymetazoline hydrochloride"
"706",208558,12,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2017-08-17,2,1,2018-01-12,"PRIORITY",148,1,1,1,"lynparza","olaparib"
"707",208562,15,"XELLIA PHARMS APS","XELLIA PHARMS APS",1500,1,2017-03-09,3,2,2018-03-26,"STANDARD",382,1,1,0,"voriconazole","voriconazole"
"708",208564,15,"THERAPEUTICSMD INC","THERAPEUTICSMD INC",159,0,2018-05-29,NA,NA,NA,NA,426,0,1,0,"imvexxy","estradiol"
"709",208573,7,"ABBVIE INC","ABBVIE INC",30000,0,2016-04-11,2,3,2017-12-20,"PRIORITY",618,1,1,1,"venclexta","venetoclax"
"710",208582,14,"ALTAIRE PHARMS INC","ALTAIRE PHARMS INC",0,1,2017-12-14,NA,NA,NA,NA,592,0,1,1,"altafluor benox","benoxinate hydrochloride; fluorescein sodium"
"711",208583,14,"NOVO","NOVO NORDISC",41971,0,2016-11-21,21,1,2017-12-12,"N/A",386,1,1,0,"xultophy 100/3.6","insulin degludec; liraglutide"
"712",208587,15,"EMMAUS MEDCL","EMMAUS MEDCL",25,0,2017-07-07,NA,NA,NA,NA,752,0,1,0,"endari","l-glutamine"
"713",208603,15,"EGALET","EGALET",154,0,2017-01-09,21,2,2017-05-26,"N/A",137,1,1,0,"arymo er","morphine sulfate"
"714",208609,15,"AKORN INC","AKORN PHARMA",2261,0,2017-03-01,4,1,2017-07-03,"N/A",124,1,1,0,"ephedrine sulfate","ephedrine sulfate"
"715",208610,7,"MELINTA","MELINTA",45,0,2017-06-19,3,5,2018-10-18,"STANDARD",486,1,1,1,"baxdela","delafloxacin meglumine"
"716",208611,12,"MELINTA","MELINTA",45,0,2017-06-19,3,4,2018-10-18,"STANDARD",486,1,1,1,"baxdela","delafloxacin meglumine"
"717",208612,12,"AVION PHARMS","AVION PHARMS",10,1,2018-01-09,NA,NA,NA,NA,566,0,1,0,"balcoltra","ethinyl estradiol; levonorgestrel"
"718",208614,15,"HOSPIRA INC","HOSPIRA INC",19000,0,2018-07-24,NA,NA,NA,NA,370,0,1,0,"doxercalciferol","doxercalciferol"
"719",208623,7,"AMICUS THERAPS US","AMICUS THERAPS US",263,0,2018-08-10,NA,NA,NA,NA,353,0,1,1,"galafold","migalastat hydrochloride"
"720",208624,12,"ABBVIE INC","ABBVIE INC",30000,0,2016-07-22,3,2,2017-02-14,"STANDARD",207,1,1,0,"viekira xr","dasabuvir sodium; ombitasvir; paritaprevir; ritonavir"
"721",208627,7,"SIGA TECHNOLOGIES","SIGA TECHNOLOGIES",41,0,2018-07-13,NA,NA,NA,NA,381,0,1,1,"tpoxx","tecovirimat"
"722",208630,12,"NXDC","NXDC",0,1,2017-06-06,3,2,2018-06-12,"STANDARD",371,1,1,1,"gleolan","aminolevulinic acid hydrochloride"
"723",208645,15,"ACTAVIS LLC","ALLERGAN",16900,0,2016-10-20,NA,NA,NA,NA,1012,0,1,0,"bortezomib","bortezomib"
"724",208647,15,"SUN PHARMA GLOBAL","SUN PHARMA GLOBAL",30000,0,2018-12-18,NA,NA,NA,NA,223,0,1,0,"ezallor","rosuvastatin calcium"
"725",208653,14,"KEMPHARM","KEMPHARM",33,0,2018-02-23,3,2,2018-09-18,"STANDARD",207,1,1,1,"apadaz","acetaminophen; benzhydrocodone hydrochloride"
"726",208653,14,"KEMPHARM","KEMPHARM",33,0,2018-02-23,21,3,2018-09-18,"N/A",207,1,1,1,"apadaz","acetaminophen; benzhydrocodone hydrochloride"
"727",208656,12,"MICRO LABS LTD","MICRO LABS LTD",0,1,2017-11-28,NA,NA,NA,NA,608,0,1,0,NA,NA
"728",208658,12,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2016-12-09,2,1,2016-12-23,"STANDARD",14,1,1,0,"synjardy xr","empagliflozin; metformin hydrochloride"
"729",208673,14,"SANOFI-AVENTIS US","SANOFI",106859,0,2016-11-21,3,2,2017-08-29,"STANDARD",281,1,1,1,"soliqua 100/33","insulin glargine; lixisenatide"
"730",208684,7,"PTC THERAP","PTC THERAP",304,0,2017-02-09,NA,NA,NA,NA,900,0,1,1,"emflaza","deflazacort"
"731",208685,7,"PTC THERAP","PTC THERAP",304,0,2017-02-09,NA,NA,NA,NA,900,0,1,1,"emflaza","deflazacort"
"732",208686,15,"SILVERGATE PHARMS","SILVERGATE PHARMS",40,1,2016-09-20,3,2,2017-07-28,"STANDARD",311,1,1,0,"epaned","enalapril maleate"
"733",208692,12,"EXELIXIS INC","EXELIXIS",484,0,2016-04-25,3,1,2017-11-16,"STANDARD",570,1,1,1,"cabometyx","cabozantinib s-malate"
"734",208694,12,"EYEVANCE PHARMS","EYEVANCE PHARMS",0,1,2017-05-30,NA,NA,NA,NA,790,0,1,1,"zerviate","cetirizine hydrochloride"
"735",208700,7,"AAA USA INC","AAA USA INC",501,1,2018-01-26,NA,NA,NA,NA,549,0,1,1,"lutathera","lutetium dotatate lu-177"
"736",208715,12,"SANDOZ INC","SANDOZ INC",26500,0,2017-03-02,NA,NA,NA,NA,879,0,1,0,"cabazitaxel injection","cabazitaxel"
"737",208716,7,"ELI LILLY AND CO","ELI LILLY",38680,0,2017-09-28,3,1,2018-08-17,"STANDARD",323,1,1,1,"verzenio","abemaciclib"
"738",208722,15,"MERCK SHARP DOHME","MERCK",69000,0,2017-07-19,NA,NA,NA,NA,740,0,1,0,"lusduna","insulin glargine"
"739",208723,15,"ACTAVIS LLC","ALLERGAN",16900,0,2016-09-29,3,2,2017-03-23,"STANDARD",175,1,1,0,"levoleucovorin calcium","levoleucovorin calcium"
"740",208743,8,"RADIUS HEALTH INC","RADIUS HEALTH INC",229,0,2017-04-28,3,1,2018-02-05,"STANDARD",283,1,1,0,"tymlos","abaloparatide"
"741",208744,15,"ACCORD HLTHCARE INC","ACCORD HLTHCARE",96,1,2018-01-18,NA,NA,NA,NA,557,0,1,0,"tigecycline","tigecycline"
"742",208745,7,"SYNERGY PHARMS","SYNERGY PHARMS",313,1,2017-01-19,2,1,2018-01-24,"STANDARD",370,1,1,0,"trulance","plecanatide"
"743",208751,15,"NOVO","NOVO NORDISC",41971,0,2017-09-29,3,1,2018-03-06,"STANDARD",158,1,1,0,"fiasp","insulin aspart"
"744",208751,15,"NOVO","NOVO NORDISC",41971,0,2017-09-29,3,1,2018-03-06,"STANDARD",158,1,1,0,"fiasp flextouch","insulin aspart"
"745",208772,7,"ARIAD","ARIAD",459,0,2017-04-28,4,2,2017-10-02,"N/A",157,1,1,1,"alunbrig","brigatinib"
"746",208775,12,"CIPLA LIMITED","CIPLA",12235,0,2017-04-06,NA,NA,NA,NA,844,0,1,0,"abacavir and lamivudine","abacavir; lamivudine"
"747",208780,12,"GENENTECH INC","GENENTECH",14717,0,2017-01-11,NA,NA,NA,NA,929,0,1,0,"esbriet","pirfenidone"
"748",208791,15,"B BRAUN MEDICAL INC","B BRAUN MEDICAL INC",61518,1,2017-09-26,NA,NA,NA,NA,671,0,1,0,"clorotekal","chloroprocaine hydrochloride"
"749",208794,7,"LEXICON PHARMS INC","LEXICON PHARMS INC",168,0,2017-02-28,NA,NA,NA,NA,881,0,1,1,"xermelo","telotristat etiprate"
"750",208798,15,"TEVA PHARM","TEVA",42535,0,2017-01-27,3,2,2018-03-02,"STANDARD",399,1,1,0,"armonair respiclick","fluticasone propionate"
"751",208799,14,"TEVA PHARM","TEVA",42535,0,2017-01-27,3,2,2017-12-20,"STANDARD",327,1,1,0,"airduo respiclick","fluticasone propionate; salmeterol xinafoate"
"752",208843,12,"ADDMEDICA SAS","ADDMEDICA SAS",109,1,2017-12-21,3,1,2018-12-12,"STANDARD",356,1,1,1,"siklos","hydroxyurea"
"753",208844,17,"BRACCO","BRACCO",3000,1,2016-10-14,NA,NA,NA,NA,1018,0,1,0,"varibar pudding","barium sulfate"
"754",208845,15,"FLEXION THERAPS INC","FLEXION THERAPS INC",95,0,2017-10-06,NA,NA,NA,NA,661,0,1,0,"zilretta","triamcinolone acetonide"
"755",208854,7,"SHIONOGI INC","SHIONOGI INC",6165,0,2017-03-23,3,1,2017-08-01,"STANDARD",131,1,1,0,"symproic","naldemedine tosylate"
"756",208855,24,"ELI LILLY AND CO","ELI LILLY",38680,0,2018-02-26,NA,NA,NA,NA,518,0,1,1,"verzenio","abemaciclib"
"757",208870,15,"JUBILANT DRAXIMAGE","JUBILANT DRAXIMAGE",7600,0,2017-08-17,NA,NA,NA,NA,711,0,1,0,"drax exametazime","technetium tc-99m exametazime kit"
"758",208901,15,"MAYNE PHARMA INTL","MAYNE PHARMA",160,0,2018-12-11,NA,NA,NA,NA,230,0,1,0,"tolsura","itraconazole"
"759",208910,15,"RXMTM THERAPS LLC","NOVAQUEST",35,1,2018-01-26,NA,NA,NA,NA,549,0,1,1,"firvanq kit","vancomycin hydrochloride"
"760",208912,15,"EYEPOINT PHARMS","EYEPOINT PHARMS",18,0,2018-02-09,NA,NA,NA,NA,535,0,1,0,"dexycu kit","dexamethasone"
"761",208943,15,"PAR STERILE PRODUCTS","PAR STERILE PRODUCTS",0,1,2017-01-27,NA,NA,NA,NA,913,0,1,0,"corphedra","ephedrine sulfate"
"762",208944,12,"ADAMAS PHARMA","ADAMAS PHARMA",69,0,2017-08-24,NA,NA,NA,NA,704,0,1,0,"gocovri","amantadine hydrochloride"
"763",208945,7,"FERRER INTERNACIONAL","FERRER INTERNACIONAL",3170,0,2017-12-11,NA,NA,NA,NA,595,0,1,0,"xepi","ozenoxacin"
"764",208956,15,"ARBOR PHARMS LLC","ARBOR PHARMS LLC",550,1,2017-06-29,NA,NA,NA,NA,760,0,1,0,"triptodur kit","triptorelin pamoate"
"765",208984,12,"VIIV HLTHCARE","VIIV HLTHCARE",3,1,2016-11-04,3,1,2018-07-18,"STANDARD",621,1,1,1,"selzentry","maraviroc"
"766",209022,15,"OPTINOSE US INC","OPTINOSE US INC",102,0,2017-09-18,3,1,2018-03-19,"STANDARD",182,1,1,0,"xhance","fluticasone propionate"
"767",209080,12,"ITALFARMACO SPA","ITALFARMACO SPA",0,1,2018-09-05,NA,NA,NA,NA,327,0,1,0,"tiglutik kit","riluzole"
"768",209089,18,"SANOFI AVENTIS US","SANOFI",106859,0,2017-01-31,NA,NA,NA,NA,909,0,1,0,"xyzal allergy 24hr","levocetirizine dihydrochloride"
"769",209090,18,"SANOFI AVENTIS US","SANOFI",106859,0,2017-01-31,NA,NA,NA,NA,909,0,1,0,"xyzal allergy 24hr","levocetirizine dihydrochloride"
"770",209091,14,"ASTRAZENECA AB","ASTRAZENECA",59700,0,2017-02-27,3,3,2018-10-26,"STANDARD",606,1,1,0,"qtern","dapagliflozin; saxagliptin hydrochloride"
"771",209092,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2017-03-13,2,1,2018-07-18,"PRIORITY",492,1,1,1,"kisqali","ribociclib succinate"
"772",209112,17,"MCGUFF","MCGUFF",10,1,2017-10-02,NA,NA,NA,NA,665,0,1,0,"ascor","ascorbic acid"
"773",209115,7,"CLOVIS ONCOLOGY INC","CLOVIS ONCOLOGY INC",278,0,2016-12-19,2,3,2018-04-06,"PRIORITY",473,1,1,1,"rubraca","rucaparib camsylate"
"774",209128,12,"ACELRX PHARMS","ACELRX PHARMS",39,0,2018-11-02,NA,NA,NA,NA,269,0,1,0,"dsuvia","sufentanil citrate"
"775",209139,12,"CARMEL BIOSCIENCES","CARMEL BIOSCIENCES",0,1,2017-12-19,NA,NA,NA,NA,587,0,1,0,"prexxartan","valsartan"
"776",209176,7,"MITSUBISHI TANABE","MITSUBISHI TANABE",11409,0,2017-05-05,4,5,2018-08-17,"N/A",469,1,1,0,"radicava","edaravone"
"777",209184,12,"ACORDA","ACORDA",597,0,2018-12-21,NA,NA,NA,NA,220,0,1,0,"inbrija","levodopa"
"778",209191,15,"HOSPIRA INC","HOSPIRA INC",19000,0,2018-07-12,NA,NA,NA,NA,382,0,1,0,"bortezomib","bortezomib"
"779",209195,8,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2017-07-18,3,2,2017-11-09,"STANDARD",114,1,1,1,"vosevi","sofosbuvir; velpatasvir; voxilaprevir"
"780",209196,15,"SANOFI-AVENTIS US","SANOFI",106859,0,2017-12-11,4,1,2018-10-19,"N/A",312,1,1,0,"admelog","insulin lispro"
"781",209196,15,"SANOFI-AVENTIS US","SANOFI",106859,0,2017-12-11,4,1,2018-10-19,"N/A",312,1,1,0,"admelog solostar","insulin lispro"
"782",209203,14,"IRONWOOD PHARMS INC","IRONWOOD PHARMS INC",674,0,2017-08-18,NA,NA,NA,NA,710,0,1,0,"duzallo","allopurinol; lesinurad"
"783",209210,12,"ASTRAZENECA AB","ASTRAZENECA",59700,0,2017-10-20,NA,NA,NA,NA,647,0,1,0,"bydureon bcise","exenatide"
"784",209229,7,"US WORLDMEDS LLC","US WORLDMEDS LLC",73,1,2018-05-16,NA,NA,NA,NA,439,0,1,1,"lucemyra","lofexidine hydrochloride"
"785",209241,7,"NEUROCRINE","NEUROCRINE",585,0,2017-04-11,3,3,2018-08-10,"STANDARD",486,1,1,1,"ingrezza","valbenazine tosylate"
"786",209259,12,"SUN PHARM INDS LTD","SUN PHARMA GLOBAL",30000,0,2017-04-26,NA,NA,NA,NA,824,0,1,0,"xyrosa","doxycycline"
"787",209260,19,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2018-01-26,NA,NA,NA,NA,549,0,1,0,"atropine sulfate","atropine sulfate"
"788",209269,15,"EPI HLTH","EPI HLTH",0,1,2017-05-08,NA,NA,NA,NA,812,0,1,0,"minolira","minocycline hydrochloride"
"789",209279,15,"ACTELION PHARMS","ACTELION PHARMS LTD",2421,1,2017-09-05,21,1,2017-10-20,"N/A",45,1,1,0,"tracleer","bosentan"
"790",209296,12,"HERON THERAPS INC","HERON THERAPS INC",139,0,2017-11-09,NA,NA,NA,NA,627,0,1,0,"cinvanti","aprepitant"
"791",209299,7,"RIGEL PHARMS INC","RIGEL PHARMS INC",77,0,2018-04-17,NA,NA,NA,NA,468,0,1,0,"tavalisse","fostamatinib disodium"
"792",209305,15,"ACLARIS","ACLARIS",169,0,2017-12-14,NA,NA,NA,NA,592,0,1,0,"eskata","hydrogen peroxide"
"793",209310,12,"INTERSECT ENT INC","INTERSECT ENT INC",303,0,2017-12-08,3,1,2018-01-12,"STANDARD",35,1,1,0,"sinuva","mometasone furoate"
"794",209311,12,"IRONSHORE PHARMS","IRONSHORE PHARMS",0,1,2018-08-08,NA,NA,NA,NA,355,0,1,0,"jornay pm","methylphenidate hydrochloride"
"795",209347,15,"EXELA PHARMA SCS LLC","EXELA PHARMA SCIENCE",136,1,2017-02-17,3,1,2017-09-20,"STANDARD",215,1,1,0,"ganciclovir","ganciclovir "
