DrugID,IndicationID,DrugIndicationID,LeadCompanyID,Drug_Name,Generic_Name,Lead_Company,Ticker,State,Country,Continent,Market_Cap,Disease_Group,Sub_Disease_Group,Indication_Name,Lead_Indication,Current_Phase,Event_Phase,Likelihood_of_Approval,Molecule,Target,Drug_Classification,Imaging_Agent,Route_of_Administration,Fast_Track,SPA,Orphan,Breakthrough,RMAT,QIDP,Est_US_Approval_Date,Est_EU_Approval_Date,Est_Japan_Approval_Date,Actual_US_Approval_Date,Actual_EU_Approval_Date,Actual_Japan_Approval_Date,Future_PDUFA_Date,Future_NDA_BLA_Date,NDA_BLA_Date,Phase_III_Date,Phase_II_Date,Phase_I_Date,IND_Date,Phase_III_Event_Date,Phase_II_Event_Date,Phase_I_Event_Date,Lead_Company_Revenue_Pct_US,Peak_US_Revenue,US_2016,US_2017,US_2018,US_2019_YTD,WW_2016,WW_2017,WW_2018,WW_2019_YTD,Last_Quarter_Reported,Partner
546,204,1045,351,Adcetris,brentuximab vedotin,"Seattle Genetics, Inc.",SGEN,Washington,United States,North America,12613090138,Oncology,Hematologic,Hodgkin's Lymphoma,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Antibody-drug Conjugate (ADC)^ Cluster of Differentiation 30 (CD30) / TNFRSF8^ Microtubules (Tubulin),Biologic,No,Intravenous (IV),Y,Y,Y,Y,N,N,,,,08/19/11,10/25/12,01/17/14,,,02/28/11,04/08/10,01/21/09,11/17/06,,04/08/10,01/15/09,11/17/06,100%,188.6,N/A,N/A,N/A,N/A,$   418.2,$   482.2,$   771.9,$   294.0,Q2 2019,Takeda Pharmaceutical Company Ltd
546,590,18005,351,Adcetris,brentuximab vedotin,"Seattle Genetics, Inc.",SGEN,Washington,United States,North America,12613090138,Oncology,Hematologic,Anaplastic Large Cell Lymphoma (ALCL) - NHL,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Antibody-drug Conjugate (ADC)^ Cluster of Differentiation 30 (CD30) / TNFRSF8^ Microtubules (Tubulin),Biologic,No,Intravenous (IV),Y,N,Y,Y,N,N,,,,08/19/11,10/25/12,01/17/14,,,02/28/11,,03/19/09,,,,01/15/09,11/05/07,100%,80.2,N/A,N/A,N/A,N/A,$   418.2,$   482.2,$   771.9,$   294.0,Q2 2019,Takeda Pharmaceutical Company Ltd
546,417,23479,351,Adcetris,brentuximab vedotin,"Seattle Genetics, Inc.",SGEN,Washington,United States,North America,12613090138,Oncology,Hematologic,Cutaneous T-Cell Lymphoma (CTCL) - NHL,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Antibody-drug Conjugate (ADC)^ Cluster of Differentiation 30 (CD30) / TNFRSF8^ Microtubules (Tubulin),Biologic,No,Intravenous (IV),N,Y,Y,Y,N,N,,,,11/09/17,12/15/17,,,,06/20/17,05/07/12,,,,05/07/12,06/29/11,02/08/11,100%,,N/A,N/A,N/A,N/A,$   418.2,$   482.2,$   771.9,$   294.0,Q2 2019,Takeda Pharmaceutical Company Ltd
546,3097,29403,351,Adcetris,brentuximab vedotin,"Seattle Genetics, Inc.",SGEN,Washington,United States,North America,12613090138,Oncology,Hematologic,Peripheral T-Cell Lymphoma (PTCL) - NHL,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Antibody-drug Conjugate (ADC)^ Cluster of Differentiation 30 (CD30) / TNFRSF8^ Microtubules (Tubulin),Biologic,No,Intravenous (IV),Y,N,Y,Y,N,N,,,,11/16/18,,,,,11/04/18,01/24/13,,,,01/09/12,08/23/11,02/08/11,100%,,N/A,N/A,N/A,N/A,$   418.2,$   482.2,$   771.9,$   294.0,Q2 2019,Takeda Pharmaceutical Company Ltd
15503,245,19716,385,Adcirca,tadalafil,United Therapeutics Corporation,UTHR,Maryland,United States,North America,3493948188,Cardiovascular,Pulmonary Arterial Hypertension,Pulmonary Arterial Hypertension (PAH) and Pulmonary Hypertension (PH),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Phosphodiesterase 5 (PDE5),Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,05/22/09,10/01/08,10/31/09,,,07/24/08,,,,,01/10/06,,,N/A,146.9,$   392.4,$   440.0,$   482.6,$    20.0,$   492.1,$   554.3,$   587.4,$    30.1,Q1 2019,"Eli Lilly &amp; Company, Nippon Shinyaku Co., Ltd."
1671,246,2686,826,Adderall XR,amphetamine and dextroamphetamine,Takeda Pharmaceutical Company Ltd,TAK,,Japan,Asia,,Psychiatry,Other,Attention Deficit Hyperactivity Disorder (ADHD),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Dopamine^ Norepinephrine (Noradrenaline),Non-NME,No,Oral (PO),N,N,N,,N,N,,,,10/12/01,,,,,10/03/00,,,,,,,,N/A,,$   342.2,$   327.7,$   147.8,N/A,$   363.8,$   348.0,$   155.8,$    49.0,Q1 2019,N/A
12590,275,15880,3870,Addyi,flibanserin,"Sprout Pharmaceuticals, Inc.",,North Carolina,United States,North America,,Obstetrics/Gynecology,Female Sexual Arousal Disorder,Female Sexual Arousal Disorder,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Dopamine 4 (D4) Receptor^ Serotonin 5-HT1 receptor^ Serotonin 5-HT2A receptor,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,08/18/15,,,,,10/31/09,01/16/06,,,,01/16/06,,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,"Bausch Health Companies Inc., Boehringer Ingelheim GmbH"
7614,245,9344,59,Adempas,riociguat,Bayer AG,BAYRY,,Germany,Europe,,Cardiovascular,Pulmonary Arterial Hypertension,Pulmonary Arterial Hypertension (PAH) and Pulmonary Hypertension (PH),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Guanylate Cyclase (sGC),New Molecular Entity (NME),No,Oral (PO),N,N,Y,N,N,N,,,,10/08/13,03/27/14,01/17/14,,,02/08/13,02/09/09,,,,02/09/09,03/28/07,,100%,296,N/A,$   123.8,$   188.5,N/A,$   281.5,$   559.8,$   731.2,$   412.5,Q2 2019,"Merck &amp; Co., Inc."
24800,190,34462,375,"Adenovirus Type 4 and Type 7 Vaccine, Live",,Teva Pharmaceutical Industries Ltd.,TEVA,,Israel,Asia,7171728558,Infectious disease,Antiviral,Antiviral - Miscellaneous Vaccines,Y,Approved,Approved,100% (Same As Avg.),Vaccine,DNA polymerase,Vaccine,No,Oral (PO),N,N,N,N,N,N,,,,03/16/11,,,,,,,,,,03/06/08,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,N/A
40741,246,57123,325,Adhansia XR,methylphenidate hydrochloride,Purdue Pharma L.P.,,Connecticut,United States,North America,,Psychiatry,Other,Attention Deficit Hyperactivity Disorder (ADHD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Dopamine Reuptake^ Norepinephrine (Noradrenaline) Reuptake/Transporter,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,02/27/19,,,,,04/27/18,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1700,137,2727,51,Adlyxin,lixisenatide,Sanofi,SNY,,France,Europe,1.05588E+11,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Peptide,GLP-1 Receptor,New Molecular Entity (NME),No,Subcutaneous (SQ),N,N,N,N,N,N,,,,07/27/16,02/01/13,06/28/13,,,07/30/15,05/29/08,,,,06/02/08,06/25/03,,82%,392.9,N/A,N/A,N/A,N/A,$    29.0,N/A,N/A,N/A,Q3 2016,"Alkermes plc, Royalty Pharma AG, Zealand Pharma A/S"
24504,157,34025,51,Admelog,insulin lispro,Sanofi,SNY,,France,Europe,1.05588E+11,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type I",N,Approved,Approved,100% (Same As Avg.),Peptide,Insulin Receptor,Biosimilar,No,Subcutaneous (SQ),N,N,N,N,N,N,,,,09/01/17,07/19/17,,,,11/01/16,,,,,10/26/14,,07/31/13,N/A,,N/A,N/A,N/A,$   153.5,N/A,N/A,N/A,$   161.4,Q2 2019,N/A
24504,137,34026,51,Admelog,insulin lispro,Sanofi,SNY,,France,Europe,1.05588E+11,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Peptide,Insulin Receptor,Biosimilar,No,Subcutaneous (SQ),N,N,N,N,N,N,,,,09/01/17,07/19/17,,,,11/01/16,01/20/15,,,,11/18/14,,06/16/14,N/A,,N/A,N/A,N/A,$   153.5,N/A,N/A,N/A,$   161.4,Q2 2019,N/A
18682,3076,24536,618,Adrenaclick,Epinephrine,Shionogi & Co. Ltd.,4507:JP,,Japan,Asia,,Allergy,General,Anaphylaxis,N,Approved,Approved,100% (Same As Avg.),Peptide,Alpha Adrenergic Receptors^ Beta Adrenergic Receptors,Non-NME,No,"Intramuscular (IM), Subcutaneous (SQ)",N,N,N,,N,N,,,,05/30/03,,,,,12/05/96,,,,,,,,N/A,,N/A,N/A,$    67.6,$    15.2,N/A,N/A,$    67.6,$    15.2,Q1 2019,N/A
2073,72,3395,180,Advair Diskus/HFA,fluticasone and salmeterol,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Respiratory,Asthma,Asthma,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors^ Glucocorticoid Receptor (GR),Non-NME,No,Inhaled,N,N,N,N,N,N,,,,08/24/00,06/19/00,04/18/07,,,,,,,,,,,100%,439.6,"$  2,487.0","$  2,093.0","$  1,459.0",$   362.0,"$  4,740.0","$  4,069.0","$  3,221.0","$  1,158.0",Q2 2019,N/A
2073,73,4021,180,Advair Diskus/HFA,fluticasone and salmeterol,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Respiratory,COPD,Chronic Obstructive Pulmonary Disease (COPD),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors^ Glucocorticoid Receptor (GR),Non-NME,No,Inhaled,N,N,N,N,N,N,,,,11/18/03,06/19/00,01/31/09,,,,,,,,,,,100%,780.2,"$  2,487.0","$  2,093.0","$  1,459.0",$   362.0,"$  4,740.0","$  4,069.0","$  3,221.0","$  1,158.0",Q2 2019,N/A
2316,511,3899,826,Advate,factor VIII (procoagulant),Takeda Pharmaceutical Company Ltd,TAK,,Japan,Asia,,Hematology,Factor Augmentation,Hemophilia A,Y,Approved,Approved,100% (Same As Avg.),Protein,Coagulation Factor X,Biologic,No,Intravenous (IV),N,N,N,,N,N,,,,07/25/03,03/03/04,,,,,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$   291.4,Q1 2019,DRI Capital Inc.
19141,511,25211,826,Adynovate,,Takeda Pharmaceutical Company Ltd,TAK,,Japan,Asia,,Hematology,Factor Augmentation,Hemophilia A,Y,Approved,Approved,100% (Same As Avg.),Protein,Coagulation Factor X,Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,11/13/15,01/15/18,03/28/16,,,12/01/14,02/11/13,,01/05/12,,02/11/13,,01/05/12,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$    97.2,Q1 2019,Nektar Therapeutics
26267,246,36640,4638,Adzenys ER,amphetamine XR,"Neos Therapeutics, Inc.",NEOS,Texas,United States,North America,50746479,Psychiatry,Other,Attention Deficit Hyperactivity Disorder (ADHD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Dopamine^ Norepinephrine (Noradrenaline),Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,09/15/17,,,,,11/17/16,,,,,,,06/19/15,N/A,,N/A,N/A,$     0.2,$     0.2,N/A,N/A,$     0.2,$     0.2,Q1 2019,N/A
23867,246,32896,4638,Adzenys XR-ODT,amphetamine polistirex,"Neos Therapeutics, Inc.",NEOS,Texas,United States,North America,50746479,Psychiatry,Other,Attention Deficit Hyperactivity Disorder (ADHD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,01/27/16,,,,,12/27/12,,,,,09/24/13,,,N/A,,N/A,N/A,$    26.6,$     6.7,N/A,N/A,$    26.6,$     6.7,Q1 2019,Takeda Pharmaceutical Company Ltd
16223,495,20875,2751,Aemcolo,rifamycin,Cosmo Pharmaceuticals N.V.,COPN:SW,,Italy,Europe,,Gastroenterology (non inflammatory bowel disease),General,Gastroenteritis,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,DNA synthesis,New Molecular Entity (NME),No,Oral (PO),Y,N,N,N,N,Y,,,,11/16/18,,,,,03/19/18,06/02/10,,,12/30/09,06/02/10,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dr. Falk Pharma GmbH, Pharmascience Inc."
2480,72,4207,266,Aerospan,flunisolide,Mylan N.V.,MYL,Pennsylvania,United States,North America,,Respiratory,Asthma,Asthma,Y,Approved,Approved,100% (Same As Avg.),Steroid,Glucocorticoid Receptor (GR),Non-NME,No,Inhaled,N,N,N,,N,N,,,,01/27/06,,,,,04/27/00,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Allergan plc
10571,347,13238,289,Afinitor,everolimus,Novartis AG,NVS,,Switzerland,Europe,2.10594E+11,Oncology,Solid,Neuroendocrine Tumors (NET),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Mammalian Target of Rapamycin (mTOR)/mTORC,New Molecular Entity (NME),No,Oral (PO),N,N,N,,N,N,,,,05/05/11,09/05/11,12/31/11,,,,,,,,11/28/06,,,100%,686.2,$   775.0,$   819.0,$   929.0,$   493.0,"$  1,516.0","$  1,525.0","$  1,556.0",$   774.0,Q2 2019,N/A
10571,216,13239,289,Afinitor,everolimus,Novartis AG,NVS,,Switzerland,Europe,2.10594E+11,Oncology,Solid,Renal Cell Cancer (RCC),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Mammalian Target of Rapamycin (mTOR)/mTORC,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,03/30/09,08/03/09,01/20/10,,,06/30/08,11/29/06,,,,11/29/06,05/05/06,,100%,467.4,$   775.0,$   819.0,$   929.0,$   493.0,"$  1,516.0","$  1,525.0","$  1,556.0",$   774.0,Q2 2019,N/A
10571,214,13242,289,Afinitor,everolimus,Novartis AG,NVS,,Switzerland,Europe,2.10594E+11,Oncology,Solid,Breast Cancer,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Mammalian Target of Rapamycin (mTOR)/mTORC,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,07/20/12,07/30/12,03/17/14,,,12/31/11,07/07/09,,,,07/07/09,09/20/05,,100%,515,$   775.0,$   819.0,$   929.0,$   493.0,"$  1,516.0","$  1,525.0","$  1,556.0",$   774.0,Q2 2019,N/A
10571,2719,18141,289,Afinitor,everolimus,Novartis AG,NVS,,Switzerland,Europe,2.10594E+11,Oncology,General,Tuberous Sclerosis Complex (TSC),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Mammalian Target of Rapamycin (mTOR)/mTORC,New Molecular Entity (NME),No,Oral (PO),N,N,Y,N,N,N,,,,10/29/10,09/02/11,11/30/12,,,04/30/10,04/14/09,,,,04/14/09,11/17/08,,100%,,$   775.0,$   819.0,$   929.0,$   493.0,"$  1,516.0","$  1,525.0","$  1,556.0",$   774.0,Q2 2019,N/A
21746,3300,29363,254,Afluria,,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Infectious disease,Antiviral,Seasonal Influenza Vaccines,Y,Approved,Approved,100% (Same As Avg.),Vaccine,Immune system^ Influenza Virus,Vaccine,No,Intramuscular (IM),N,N,N,N,N,N,,,,09/28/07,,,,,,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,CSL Limited
30969,3300,42845,254,Afluria Quadrivalent,,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Infectious disease,Antiviral,Seasonal Influenza Vaccines,N,Approved,Approved,100% (Same As Avg.),Vaccine,Immune system^ Influenza Virus,Vaccine,No,Intramuscular (IM),N,N,N,N,N,N,,,,08/26/16,,,,,,,,,,,,,N/A,,N/A,N/A,$     0.0,$     0.0,N/A,N/A,$     0.0,$     0.0,N/A,CSL Limited
2214,137,3715,809,Afrezza,insulin,MannKind Corporation,MNKD,California,United States,North America,177153306,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Peptide,Insulin Receptor,Non-NME,No,Inhaled,N,Y,N,N,N,N,,,,06/27/14,,,,,03/16/09,06/29/05,,,,06/29/05,11/10/04,,N/A,,$     1.9,$     9.2,$    17.3,$     5.1,$     1.9,$     9.2,$    17.3,$     5.1,Q1 2019,Cipla Limited
2214,157,3925,809,Afrezza,insulin,MannKind Corporation,MNKD,California,United States,North America,177153306,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type I",Y,Approved,Approved,100% (Same As Avg.),Peptide,Insulin Receptor,Non-NME,No,Inhaled,N,N,N,N,N,N,,,,06/27/14,,,,,03/16/09,06/29/05,,,,06/29/05,11/10/04,,N/A,,$     1.9,$     9.2,$    17.3,$     5.1,$     1.9,$     9.2,$    17.3,$     5.1,Q1 2019,Cipla Limited
18722,511,24598,870,Afstyla,,CSL Limited,CSL:AU,,Australia,Oceania,,Hematology,Factor Augmentation,Hemophilia A,Y,Approved,Approved,100% (Same As Avg.),Protein,Coagulation Factor X,Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,05/25/16,01/04/17,09/28/17,,,07/28/15,06/04/13,,12/08/11,,06/04/13,,12/08/11,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18109,3300,23660,870,AgriFlu,,CSL Limited,CSL:AU,,Australia,Oceania,,Infectious disease,Antiviral,Seasonal Influenza Vaccines,Y,Approved,Approved,100% (Same As Avg.),Vaccine,Immune system^ Influenza Virus,Vaccine,No,Intramuscular (IM),N,N,N,N,N,N,,,,11/27/09,12/22/98,,,,,,,,,,,,N/A,,N/A,$     0.0,$     0.0,$     0.0,N/A,$     0.0,$     0.0,$     0.0,N/A,N/A
21363,288,28786,30,Aimovig,erenumab-aooe,"Amgen, Inc.",AMGN,California,United States,North America,1.31344E+11,Neurology,Headache,Migraine and Other Headaches,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Calcitonin Gene-Related Peptide (CGRP) / Receptor,Biologic,No,Subcutaneous (SQ),N,N,N,N,N,N,,,,05/17/18,07/26/18,,,,05/17/17,07/30/15,09/27/13,11/07/12,,07/30/15,09/27/13,11/07/12,N/A,,N/A,N/A,$   117.0,$   142.0,N/A,N/A,$   117.0,$   184.0,Q2 2019,Novartis AG
40658,72,57004,375,AirDuo Digihaler Inhalation Powder,fluticasone/salmeterol,Teva Pharmaceutical Industries Ltd.,TEVA,,Israel,Asia,7171728558,Respiratory,Asthma,Asthma,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors^ Glucocorticoid Receptor (GR),Non-NME,No,Inhaled,N,N,N,N,N,N,,,,07/15/19,,,,,,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23821,72,32819,375,AirDuo RespiClick,fluticasone/salmeterol,Teva Pharmaceutical Industries Ltd.,TEVA,,Israel,Asia,7171728558,Respiratory,Asthma,Asthma,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors^ Glucocorticoid Receptor (GR),Non-NME,No,Inhaled,N,N,N,N,N,N,,,,01/27/17,08/18/16,,,,03/29/16,06/04/14,01/31/13,,,06/04/14,01/31/13,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,N/A
19000,288,25008,375,Ajovy,fremanezumab-vfrm,Teva Pharmaceutical Industries Ltd.,TEVA,,Israel,Asia,7171728558,Neurology,Headache,Migraine and Other Headaches,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Calcitonin Gene-Related Peptide (CGRP) / Receptor,Biologic,No,"Intravenous (IV), Subcutaneous (SQ)",Y,N,N,N,N,N,,,,09/14/18,03/28/19,,,,10/16/17,01/11/16,01/08/14,08/11/11,,12/02/15,01/08/14,08/11/11,N/A,,N/A,N/A,$     3.0,N/A,N/A,N/A,$     3.0,$    20.0,Q1 2019,"Otsuka Holdings Co., Ltd., Pfizer Inc."
27209,3577,38063,831,Akovaz,ephedrine sulfate,Avadel Pharmaceuticals plc,AVDL,,Ireland,Europe,75874628,Cardiovascular,Other,Hypotension/Shock,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Alpha Adrenergic Receptors^ Beta Adrenergic Receptors^ Norepinephrine (Noradrenaline),Non-NME,No,Intravenous (IV),N,N,N,N,N,N,,,,04/29/16,,,,,06/30/15,,,,,10/31/13,,,N/A,,N/A,N/A,$    33.8,$     3.8,N/A,N/A,$    33.8,$     3.8,Q1 2019,N/A
17831,767,23281,462,Akynzeo,netupitant and palonosetron,Helsinn Healthcare SA,,,Switzerland,Europe,,Oncology,General,Chemotherapy Induced Nausea and Vomiting (CINV),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Neurokinin Receptor^ Serotonin 5-HT3 receptor,Non-NME,No,Oral (PO),N,Y,N,N,N,N,,,,10/10/14,05/27/15,,,,,,,,,06/09/10,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Chugai Pharmaceutical Co., Ltd., CJ CheilJedang Corp., Eisai Co., Ltd., Especificos Stendhal S.A., Glenmark Pharmaceuticals Limited, Grünenthal GmbH, Mundipharma International Limited, Otsuka Holdings Co., Ltd., Purdue Pharma L.P., Riemser Pharma GmbH, Sinclair Pharma, plc., Vifor Pharma Group"
37946,767,52953,462,Akynzeo (IV),netupitant and palonosetron,Helsinn Healthcare SA,,,Switzerland,Europe,,Oncology,General,Chemotherapy Induced Nausea and Vomiting (CINV),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Neurokinin Receptor^ Serotonin 5-HT3 receptor,Non-NME,No,Intravenous (IV),N,N,N,N,N,N,,,,04/19/18,,,,,04/20/17,10/26/15,,,,12/02/15,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Eisai Co., Ltd., Otsuka Holdings Co., Ltd., Sinclair Pharma, plc."
3002,690,5117,470,Aldara,imiquimod,Bausch Health Companies Inc.,BHC,Quebec,Canada,North America,7936757676,Dermatology,General,Actinic Keratoses,N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Immune system,New Molecular Entity (NME),No,Topical,N,N,N,,N,N,,,,03/02/04,11/29/06,,,,05/02/03,,,,,,,,N/A,,N/A,N/A,$     0.0,$     0.0,N/A,N/A,$     0.0,$     0.0,Q1 2015,Mylan N.V.
3002,360,5118,470,Aldara,imiquimod,Bausch Health Companies Inc.,BHC,Quebec,Canada,North America,7936757676,Oncology,Solid,Skin Cancer - Basal Cell Carcinoma (BCC),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Immune system,New Molecular Entity (NME),No,Topical,N,N,N,,N,N,,,,07/14/04,07/13/04,,,,06/10/03,,,,,,,,N/A,,N/A,N/A,$     0.0,$     0.0,N/A,N/A,$     0.0,$     0.0,Q1 2015,Mylan N.V.
169,289,224,65,Aldurazyme,laronidase,BioMarin Pharmaceutical Inc.,BMRN,California,United States,North America,13080442306,Metabolic,Inborn Errors Of Metabolism,Mucopolysaccharidosis I (MPS I; Hurler Syndrome),Y,Approved,Approved,100% (Same As Avg.),Protein,Unsulfated alpha-L-iduronic acid,Biologic,No,Intravenous (IV),Y,N,Y,N,N,N,,,,04/30/03,06/09/03,10/31/06,,,,12/15/00,,,,,,,45%,155.6,N/A,$    48.0,$    56.8,$    29.3,$   168.6,$   326.4,$   355.4,$   136.8,Q2 2019,Sanofi
17617,211,22951,149,Alecensa,alectinib,Roche Holding AG,RHHBY,,Switzerland,Europe,,Oncology,Solid,Non-Small Cell Lung Cancer (NSCLC),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Anaplastic lymphoma kinase (ALK),New Molecular Entity (NME),No,Oral (PO),N,N,Y,Y,N,N,,,,12/11/15,02/21/17,07/04/14,,,07/06/15,07/21/14,09/30/10,,,07/21/14,10/22/10,,N/A,,$    75.6,$   213.3,$   288.3,$   149.0,$   186.0,$   371.8,$   646.8,$   421.0,Q2 2019,"Chugai Pharmaceutical Co., Ltd."
1678,211,2697,136,Alimta,pemetrexed,Eli Lilly & Company,LLY,Indiana,United States,North America,1.22564E+11,Oncology,Solid,Non-Small Cell Lung Cancer (NSCLC),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Thymidylate Synthase,New Molecular Entity (NME),No,Intravenous (IV),N,N,N,,N,N,,,,08/19/04,09/20/04,07/01/09,,,11/04/03,,,,,,,,100%,1087,"$  1,100.9","$  1,034.3","$  1,131.0",$   623.5,"$  2,283.3","$  2,062.5","$  2,132.9","$  1,077.0",Q2 2019,N/A
1678,652,2698,136,Alimta,pemetrexed,Eli Lilly & Company,LLY,Indiana,United States,North America,1.22564E+11,Oncology,Solid,Mesothelioma,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Thymidylate Synthase,New Molecular Entity (NME),No,Intravenous (IV),N,N,N,,N,N,,,,02/05/04,09/22/04,,,,10/22/03,,,,,,,,100%,36.1,"$  1,100.9","$  1,034.3","$  1,131.0",$   623.5,"$  2,283.3","$  2,062.5","$  2,132.9","$  1,077.0",Q2 2019,N/A
16369,81,24925,3356,Alinia,nitazoxanide,Lupin Limited,LPC:IN,,India,Asia,,Infectious disease,"Other (I.E. Antiparasitic, Etc.)",Anti-Parasitic and Anti-Protozoal,N,Approved,Approved,100% (Same As Avg.),Small Molecule,PKR (double-stranded RNA-activated protein kinase)^ Pyruvate:ferredoxin oxidoreductase (PFOR),New Molecular Entity (NME),No,Oral (PO),N,N,N,,N,N,,,,07/21/04,,,,,,,,,,,,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,"Romark Laboratories, L.C."
18359,3093,27967,59,Aliqopa,copanlisib,Bayer AG,BAYRY,,Germany,Europe,,Oncology,Hematologic,Indolent Non-Hodgkin's Lymphoma (Including Follicular Lymphoma) - NHL,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,PI3K/AKT pathway,New Molecular Entity (NME),No,"Intravenous (IV), Oral (PO)",Y,N,Y,N,N,N,,,,09/14/17,,,,,03/16/17,06/12/15,08/06/12,11/25/09,,06/12/15,08/06/12,11/25/09,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,N/A
611,647,4329,51,Allegra,fexofenadine hydrochloride,Sanofi,SNY,,France,Europe,1.05588E+11,Allergy,General,Urticaria,N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Histamine H1 Receptor (HRH1),New Molecular Entity (NME),No,Oral (PO),N,N,N,,N,N,,,,02/28/00,,,,,,,,,,,,,N/A,,N/A,N/A,N/A,N/A,$   206.4,$   177.7,$   152.1,$    92.8,Q2 2019,"Sumitomo Dainippon Pharma Co., Ltd."
