"Company ID","Company Name","Company Type (Public/Private)","Country","Market Cap","Currency","EBITDA Qtr","EBITDA Ann","EBITDA TTM","Total Revenue Qtr","Total Revenue Ann","Total Revenue TTM",
"4041","Apple Tree Partners","Private","United States","","","","","","","","",
"4428","Applied Biology","Private","United States","","","","","","","","",
"3603","Applied Genetic Technologies Corporation","Public","United States","52225899","USD","1077000","-21209000","-18699000","14034000","24186000","27905000",
"8520","Applied Therapeutics Inc.","Public","United States","","","","","","","","",
"3545","APR Applied Pharma Research SA","Private","Switzerland","","","","","","","","",
"3935","Aprea Therapeutics AB","Private","Sweden","","","","","","","","",
"5428","Aprecia Pharmaceuticals Company","Private","United States","","","","","","","","",
"8998","Aprinoia Therapeutics Inc.","Private","Taiwan","","","","","","","","",
"880","APT Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"6381","Aptevo Therapeutics Inc.","Public","United States","16845731","","","","","","","",
"6326","Aptinyx, Inc.","Public","United States","","","","","","","","",
"239","Aptose Biosciences Inc.","Public","Canada","62704680","CAD","0","-9496000","0","0","0","0",
"2155","Aqualis ASA","Public","Norway","","","","","","","","",
"3465","Aquestive Therapeutics, Inc.","Public","United States","96027412","USD","-8084000","5548000","-38632000","13267000","66918000","62801000",
"8457","Aquinnah Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3739","Araclon Biotech S.L.","Private","Spain","","","","","","","","",
"41","Aradigm Corporation","Public","United States","","USD","-2011000","-5036000","-10255000","282000","14465000","4380000",
"3718","Araim Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"486","Aralez Pharmaceuticals Inc.","Public","Canada","","","","","","","","",
"3833","Aravive Inc.","Public","United States","64855745","USD","-5479000","-84171000","8034000","0","40000000","0",
"4042","Arbor Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"557","Arbutus Biopharma Corporation","Public","Canada","76835970","USD","-31929000","-108903000","-130829000","1587000","10700000","6801000",
"2087","ARCA Biopharma, Inc.","Public","United States","76443078","USD","-1656000","-18237000","-10793000","0","0","0",
"5869","Arch Biopartners Inc.","Public","Canada","","","","","","","","",
"1323","Archemix Corp.","Private","United States","","","","","","","","",
"3466","Archer Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"8095","Archigen Biotech Limited","Private","United Kingdom","","","","","","","","",
"4349","Archivel Farma S.L.","Private","Spain","","","","","","","","",
"2675","Arcion Therapeutics Inc.","Private","United States","","","","","","","","",
"6785","Arcturus Therapeutics Ltd.","Public","United States","","","","","","","","",
"7715","Arcus Biosciences, Inc.","Public","United States","","","","","","","","",
"8085","Arcutis, Inc.","Private","United States","","","","","","","","",
"620","Ardana Bioscience Ltd.","Public","United Kingdom","","","","","","","","",
"3414","Ardelyx Inc.","Public","United States","218713545","USD","-23361000","-61898000","-50298000","172000","42000000","44522000",
"42","Arena Pharmaceuticals, Inc.","Public","United States","2654608665","USD","-34724000","-87553000","-109586000","3573000","21337000","24686000",
"2660","Arete Therapeutics Inc.","Private","United States","","","","","","","","",
"3351","arGentis Pharmaceuticals, LLC ","Private","United States","","","","","","","","",
"3513","argenx N.V.","Public","Netherlands","","","","","","","","",
"4768","Arginox Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"4470","Argon Pharma S.L.","Private","Spain","","","","","","","","",
"2075","Argos Therapeutics, Inc.","Public","United States","666959","USD","-4378244","-61490666","-14020969","1247254","1899398","8905383",
"8638","AriBio Co., Ltd.","Private","Korea (South)","","","","","","","","",
"4318","Aridis Pharmaceuticals, Inc","Public","United States","","","","","","","","",
"2116","Arisaph Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"9086","Aristea Therapeutics, Inc.","Private","United States","","","","","","","","",
"8059","Aristo Pharma GmbH","Private","Germany","","","","","","","","",
"5291","Ark Biosciences","Private","China","","","","","","","","",
"4018","ArmaGen Technologies, Inc.","Private","United States","","","","","","","","",
"5585","Armaron Bio Pty Ltd","Private","Australia","","","","","","","","",
"3593","Armata Pharmaceuticals, Inc.","Public","United States","","","","","","","","",
"3652","ARMGO Pharma, Inc.","Private","United States","","","","","","","","",
"2606","Arno Therapeutics, Inc.","Public","United States","78959","USD","-2229466","-13401747","-11042930","0","0","0",
"3895","AROG Pharmaceuticals, LLC","Public","United States","","","","","","","","",
"7338","Aronora Inc.","Private","United States","","","","","","","","",
"5638","Aros Pharma","Private","Denmark","","","","","","","","",
"468","ArQule, Inc.","Public","United States","1002740632","USD","-5356000","-26652000","-10856000","4979000","0","22823000",
"8034","Arrakis Therapeutics","Private","United States","","","","","","","","",
"8302","Arrevus Inc. ","Private","United States","","","","","","","","",
"3792","Arrien Pharmaceuticals LLC","Private","United States","","","","","","","","",
"450","Arriva Pharmaceuticals","Private","United States","","","","","","","","",
"2853","Arrowhead Pharmaceuticals, Inc.","Public","United States","2847897655","USD","-10140012","-50853885","","11255000","16142321","",
"9074","ARS Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"7778","Artax Biopharma Inc.","Private","United States","","","","","","","","",
"8138","Artelo Biosciences, Inc.","Public","United States","30565374","USD","-556833","-2343209","-2623057","0","0","0",
"7954","Artemis Therapeutics, Inc.","Public","United States","901841","USD","0","0","0","0","0","0",
"4816","Artery Therapeutics, Inc.","Private","United States","","","","","","","","",
"1383","Artielle ImmunoTherapeutics, Inc.","Private","United States","","","","","","","","",
"6528","Artios Pharma Ltd.","Private","United Kingdom","","","","","","","","",
"9069","Arvelle Therapeutics GmbH","Private","Switzerland","","","","","","","","",
"7944","Arvinas, Inc.","Public","United States","","","","","","","","",
"9235","Arxx Therapeutics","Private","Norway","","","","","","","","",
"9088","AryoGen Pharmed","Private","Iran","","","","","","","","",
"865","ARYx Therapeutics, Inc.","Public","United States","50192","USD","-1868000","-29751000","-15512000","0","0","0",
"5587","AS Kevelt","Private","Estonia","","","","","","","","",
"657","Asahi Kasei Corporation","Public","Japan","","","","","","","","",
"5865","Asana BioSciences, LLC","Private","United States","","","","","","","","",
"4395","Asarina Pharma","Private","Sweden","","","","","","","","",
"9203","ASC Therapeutics","Private","United States","","","","","","","","",
"4327","Ascend Biopharmaceuticals Ltd.","Private","Australia","","","","","","","","",
"3938","Ascendis Pharma A/S","Public","Denmark","4152596305","EUR","0","-133059000","","0","1837000","",
"4554","Asceneuron SA","Private","Switzerland","","","","","","","","",
"8425","Ascent Therapeutics, Co., Ltd.","Private","Japan","","","","","","","","",
"2639","Ascenta Therapeutics, Inc.","Private","United States","","","","","","","","",
"2981","Ascentage Pharma Group Corporation","Private","China","","","","","","","","",
"3835","Ascepion Pharmaceuticals, Inc.","Private","China","","","","","","","","",
"3861","Ascletis Pharma, Inc.","Private","China","","","","","","","","",
"7480","ASDERA LLC","Private","United States","","","","","","","","",
"930","Aska Pharmaceutical Company Limited","Public","Japan","","","","","","","","",
"3496","Asklepion Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"3562","Asklepios BioPharmaceutical, Inc.","Private","United States","","","","","","","","",
"3360","ASLAN Pharmaceuticals Pte Ltd","Public","Singapore","","","","","","","","",
"2638","Aspen Pharmacare Holdings Limited","Public","South Africa","","","","","","","","",
"2966","Assembly Biosciences, Inc.","Public","United States","303521010","USD","-22181759","-52007653","-78470252","4285848","9018750","14384230",
"120","Assertio Therapeutics, Inc.","Public","United States","","","","","","","","",
"814","Astellas Pharma, Inc.","Public","Japan","","","","","","","","",
"5141","Astion Pharma A/S","Private","Denmark","","","","","","","","",
"3815","Astraea Therapeutics","Private","United States","","","","","","","","",
"674","Astralis, Ltd.","Public","United States","","","","","","","","",
"45","AstraZeneca PLC","Public","United Kingdom","28201963860","USD","0","7259000000","","0","23002000000","",
"4627","Astrimmune Ltd.","Private","United Kingdom","","","","","","","","",
"7777","Astrocyte Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"4586","Atara Biotherapeutics, Inc.","Public","United States","596166353","USD","-59613000","-119844000","-189779000","0","0","0",
"7946","ATCO Laboratories Limited","Private","Pakistan","","","","","","","","",
"7646","Atea Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"6450","Athena Vision","Private","United Kingdom","","","","","","","","",
"2645","Athenex, Inc.","Public","United States","","","","","","","","",
"4431","Athera Biotechnologies AB","Private","Sweden","","","","","","","","",
"6505","Atheric Pharmaceutical LLC","Private","United States","","","","","","","","",
"408","AtheroGenics, Inc.","Public","United States","","USD","-3661886","-30161317","-23128364","0","0","0",
"3508","AtheroNova Inc.","Public","United States","26427","USD","-690946","-6652528","-6042609","0","0","0",
"1752","Athersys, Inc.","Public","United States","180017242","USD","-9779000","-32599000","-25964000","2321000","3708000","23948000",
"4559","Athira Pharma, Inc.","Private","United States","","","","","","","","",
"6456","Atlantic Bio Sci, LLC","Private","United States","","","","","","","","",
"211","Atlantic Healthcare plc","Private","United Kingdom","","","","","","","","",
"8266","Atlas Molecular Pharma","Private","Spain","","","","","","","","",
"6851","Atnahs Pharma UK Ltd","Private","United Kingdom","","","","","","","","",
"5100","Atossa Genetics, Inc.","Public","United States","","","","","","","","",
"3296","Atox Bio","Private","Israel","","","","","","","","",
"9031","Atreca, Inc.","Public","United States","","","","","","","","",
"7445","Atridia Pty Ltd.","Private","Australia","","","","","","","","",
"8369","Attenua, Inc.","Private","United States","","","","","","","","",
"2644","Attenuon, LLC","Private","United States","","","","","","","","",
"8370","Atterx Biotherapeutics","Private","United States","","","","","","","","",
"8635","Attune Pharmaceuticals","Private","United States","","","","","","","","",
"4502","aTyr Pharma ","Public","United States","90370864","USD","-6580000","-46418000","-37641000","0","0","0",
"9206","Aucta Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"4548","Audentes Therapeutics, Inc.","Public","United States","1314421836","USD","-36197000","-89779000","-118719000","0","0","0",
"5283","Aura Biosciences, Inc.","Private","United States","","","","","","","","",
"8977","Auransa, Inc.","Private","United States","","","","","","","","",
"7067","Auration Biotech, Inc.","Private","United States","","","","","","","","",
"1800","Auriga Laboratories, Inc.","Public","United States","","USD","-1232610","","-20063674","787554","","6523500",
"737","Aurinia Pharmaceuticals Inc.","Public","Canada","484978643","","","","","","","",
"3661","Auris Medical Holding AG","Public","Bermuda","131093241","CHF","0","-24872721","","0","0","",
"9097","Aurobindo Pharma Limited","Public","India","","","","","","","","",
"5654","Auron Healthcare GmbH","Private","Germany","","","","","","","","",
