Company ID,Company Name,Symbol,Company Type (Public/Private),Company Group,Country,Market Cap,Currency,Number of Employees Qtr,Number of Employees Ann,Number of Employees TTM
833,"Orphan Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
843,"Sunesis Pharmaceuticals, Inc.",SNSS,Public,Biotech Industry,United States,28780882,USD,0,34,0
844,"Ono Pharmaceutical Company, Ltd.",4528:JP,Public,Pharmaceutical Industry,Japan,,,,,
846,"MMR Information Systems, Inc.",MMRF,Public,Biotech Industry,United States,353318,USD,0,4,0
847,"Accentia Biopharmaceuticals, Inc.",ABPI,Public,Biotech Industry,United States,,USD,0,54,0
850,Gedeon Richter Plc,GEDSF,Public,Pharmaceutical Industry,Hungary,,,,,
851,Chiesi Farmaceutici S.p.A.,,Private,Pharmaceutical Industry,Italy,,,,,
853,"Advanced Life Sciences Holdings, Inc.",ADLS,Public,Biotech Industry,United States,107865,USD,16,16,
856,Debiopharm S.A.,,Private,Other,Switzerland,,,,,
858,"AnGes, Inc.",4563.JP,Public,Biotech Industry,Japan,,,,,
859,"Kaken Pharmaceutical Company, Ltd",KKPCF,Public,Pharmaceutical Industry,Japan,,,,,
860,"Kyorin Pharmaceutical Co., Ltd.",4569:JP,Public,Pharmaceutical Industry,Japan,,,,,
861,"MultiCell Technologies, Inc.",MCET,Public,Biotech Industry,United States,500094,USD,0,2,0
862,Daewoong Pharmaceutical Company Ltd.,069620:KS,Public,Pharmaceutical Industry,China,,,,,
863,"Inyx, Inc.",IYXI,Public,Biotech Industry,United States,95591,USD,0,0,0
865,"ARYx Therapeutics, Inc.",ARYX,Public,Pharmaceutical Industry,United States,50192,USD,0,56,0
867,Glenmark Pharmaceuticals Limited,GNP:IN,Public,Pharmaceutical Industry,India,,,,,
870,CSL Limited,CSL:AU,Public,Biotech Industry,Australia,,,,,
872,"Cardiovascular Systems, Inc.",CSII,Public,Biotech Industry,United States,1673298904,USD,0,652,0
873,Panion & BF Biotech Inc.,1760:TT,Public,Other,Taiwan,,,,,
874,"Rexahn Pharmaceuticals, Inc.",RNN,Public,Biotech Industry,United States,,USD,0,17,0
876,"Advaxis, Inc.",ADXS,Public,Biotech Industry,United States,28027664,USD,58,58,
878,Calzada Limited,CZD:AU,Public,Biotech Industry,United Kingdom,,,,,
879,"Paratek Pharmaceuticals, Inc.",PRTK,Public,Biotech Industry,United States,121492893,USD,0,82,0
880,"APT Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
882,Fresenius SE & Co. KGaA,FSNUY,Public,Other,Germany,0,,,,
884,"Galectin Therapeutics, Inc.",GALT,Public,Biotech Industry,United States,124232948,USD,0,7,0
886,"Primapharm, Inc.",,Private,Other,United States,,,,,
888,"Amphastar Pharmaceuticals, Inc.",AMPH,Public,Biotech Industry,United States,1025229906,USD,0,1644,0
889,"EPIX Pharmaceuticals, Inc.",EPIX,Public,Biotech Industry,United States,,USD,0,91,0
891,"SIGA Technologies, Inc.",SIGA,Public,Biotech Industry,United States,396030740,USD,0,37,0
893,"Cook Group, Inc.",,Private,Pharmaceutical Industry,United States,,,,,
896,Immutep Ltd.,IMMP,Public,Biotech Industry,Australia,43575590,AUD,19,19,
897,CardioVascular BioTherapeutics Inc.,CVBT,Public,Biotech Industry,United States,,USD,0,4,0
899,"VioQuest Pharmaceuticals, Inc.",VOQP,Public,Biotech Industry,United States,49154,USD,0,,0
900,"Natural Hitech Petroleum, Inc.",NHPI,Public,Other,United States,,USD,0,30,0
902,Oxford BioMedica plc,OXB:LN,Public,Biotech Industry,United Kingdom,,,,,
903,"Abeona Therapeutics, Inc. ",ABEO,Public,Biotech Industry,United States,87738409,USD,0,42,0
906,Pierre Fabre Medicament S.A.,,Private,Biotech Industry,France,,,,,
907,Sanochemia Pharmazeutika AG,SAC:GR,Public,Pharmaceutical Industry,Austria,,,,,
911,"N-Gene Research and Development, Ltd.",,Private,Biotech Industry,Hungary,,,,,
912,Kedrion S.p.A.,,Private,Biotech Industry,Italy,,,,,
914,Valneva SE,VLA:FP,Public,Biotech Industry,France,,,,,
915,Cipher Pharmaceuticals Inc.,CPHR,Public,Biotech Industry,Canada,,,,,
916,"Ironwood Pharmaceuticals, Inc.",IRWD,Public,Pharmaceutical Industry,United States,1221518327,USD,0,730,0
917,"Sophiris Bio, Inc.",SPHS,Public,Biotech Industry,United States,29204807,USD,0,6,0
918,Bruin Pharmaceuticals,,Private,Pharmaceutical Industry,United States,,,,,
919,Dr. Falk Pharma GmbH,,Private,Pharmaceutical Industry,Germany,,,,,
920,"Cleveland BioLabs, Inc.",CBLI,Public,Biotech Industry,United States,15930516,USD,0,12,0
923,"Quark Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
926,Lux Biosciences,,Private,Biotech Industry,United States,,,,,
927,"Sopherion Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
929,"Infinity Pharmaceuticals, Inc.",INFI,Public,Biotech Industry,United States,65965273,USD,0,22,0
930,Aska Pharmaceutical Company Limited,4514.TX,Public,Pharmaceutical Industry,Japan,,,,,
932,Active Biotech AB,ACTI:SS,Public,Other,Sweden,,,,,
935,"Madrigal Pharmaceuticals, Inc.",MDGL,Public,Other,United States,1362923578,USD,0,8,0
937,vTv Therapeutics Inc,VTVT,Public,Biotech Industry,United States,23653878,USD,0,56,0
941,"CureTech, Ltd.",,Private,Other,Israel,,,,,
944,"Xanodyne Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
945,"Momenta Pharmaceuticals, Inc.",MNTA,Public,Biotech Industry,United States,944290719,USD,0,279,0
946,IDEA AG,,Private,Biotech Industry,Germany,,,,,
947,"Bionovo, Inc.",BNVI,Public,Biotech Industry,United States,,USD,0,5,0
948,Voyager Pharmaceutical Corp.,,Private,Biotech Industry,United States,,,,,
949,DURECT Corporation,DRRX,Public,Pharmaceutical Industry,United States,254433757,USD,0,93,0
951,Ajinomoto Bio-Pharma Services,AJINY,Public,Pharmaceutical Industry,Japan,,,,,
952,"CPEX Pharmaceuticals, Inc.",,Private,Pharmaceutical Industry,United States,,,,,
956,"TransMolecular, Inc.",,Private,Biotech Industry,United States,,,,,
957,"Alseres Pharmaceuticals, Inc.",ALSE,Public,Biotech Industry,United States,94968,USD,0,3,0
962,"Phytomedics, Inc.",,Private,Biotech Industry,United States,,,,,
963,"Targepeutics, Inc.",,Private,Biotech Industry,United States,,,,,
966,Summit Pharmaceuticals International,,Private,Biotech Industry,Japan,,,,,
967,"Maruishi Pharmaceutical Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
968,Gene Biotherapeutics Inc.,CRXM,Public,Other,United States,1688891,USD,6,6,
972,"MediciNova, Inc.",MNOV,Public,Biotech Industry,United States,344264335,USD,0,9,0
975,Crinos S.p.A.,,Private,Other,Italy,,,,,
978,"Aerovance, Inc.",,Private,Biotech Industry,United States,,,,,
979,OBEcure Ltd.,,Private,Biotech Industry,Israel,,,,,
980,"Esteve, S.A.",,Private,Pharmaceutical Industry,Spain,,,,,
981,Dompé Farmaceutici S.p.A.,,Private,Pharmaceutical Industry,Italy,,,,,
982,"Provectus Biopharmaceuticals, Inc.",PVCT,Public,Biotech Industry,United States,25384558,USD,0,2,0
983,iCo Therapeutics Inc.,ICO:CN,Public,Biotech Industry,Canada,0,,,,
984,"Osiris Therapeutics, Inc.",OSIR,Public,Other,United States,,USD,0,337,0
985,Eleos Inc.,,Private,Biotech Industry,United States,,,,,
987,Medigen Biotechnology Corp.,,Private,Biotech Industry,Taiwan,,,,,
989,"Sequella, Inc.",,Private,Biotech Industry,United States,,,,,
990,"Affymax, Inc.",AFFY,Public,Biotech Industry,United States,674821,USD,0,4,0
991,"US WorldMeds, LLC",,Private,Biotech Industry,United States,,,,,
993,Addex Therapeutics,ADXN:SIX,Public,Biotech Industry,Switzerland,,,,,
994,ALK-Abello A/S,ALKB:DC,Public,Other,Denmark,,,,,
995,E. I. du Pont de Nemours and Company,DD,Public,Other,United States,,USD,0,0,0
996,"Avicena Group, Inc.",,Private,Biotech Industry,United States,,,,,
997,"GeoVax Labs, Inc.",GOVX,Public,Biotech Industry,United States,5808652,USD,0,7,0
1003,"Antares Pharma, Inc.",ATRS,Public,Biotech Industry,United States,519886187,USD,0,111,0
1008,Recordati SpA,REC:IM,Public,Pharmaceutical Industry,Italy,,,,,
1010,"Pharmaplaz, Ltd.",,Private,Other,Ireland,,,,,
1012,Fabre-Kramer Pharmaceuticals,,Private,Pharmaceutical Industry,United States,,,,,
1016,"ZIOPHARM Oncology, Inc.",ZIOP,Public,Biotech Industry,United States,744646197,USD,0,46,0
1017,Affitech A/S,AFFI.CO,Public,Biotech Industry,Denmark,,,,,
1019,"INC Research Holdings, Inc.",,Private,Other,United States,,,,,
1020,"BioDelivery Sciences International, Inc.",BDSI,Public,Other,United States,302560125,USD,0,115,0
1021,Avantogen Oncology,AVTOE,Public,Biotech Industry,United States,,USD,0,0,
1022,3M,MMM,Public,Pharmaceutical Industry,United States,90749449989,USD,0,91536,0
1038,"Anika Therapeutics, Inc.",ANIK,Public,Biotech Industry,United States,794562560,USD,0,123,0
1069,Celsion Corporation,CLSN,Public,Biotech Industry,United States,34091937,USD,0,21,0
1084,"Plus Therapeutics, Inc.",PSTV,Public,Biotech Industry,United States,,,,,
1088,"Delcath Systems, Inc.",DCTH,Public,Biotech Industry,United States,989973,USD,0,46,0
1122,Integra LifeSciences Holdings Corporation,IART,Public,Biotech Industry,United States,5102254146,USD,0,4400,0
1127,Royal DSM N.V.,RDSMY,Public,Pharmaceutical Industry,Netherlands,,USD,0,307,0
1136,"Meridian Bioscience, Inc.",VIVO,Public,Biotech Industry,United States,391378877,USD,0,0,
1144,"Navidea Biopharmaceuticals, Inc.",NAVB,Public,Pharmaceutical Industry,United States,95165214,USD,0,19,0
1152,"NovaDel Pharma, Inc.",NVDL,Public,Biotech Industry,United States,,USD,0,4,0
1169,QuantRx Biomedical Corporation,QTXB,Public,Pharmaceutical Industry,,354134,USD,0,0,0
1171,"Regen Biologics, Inc.",RGBOQ,Public,Pharmaceutical Industry,United States,88010,USD,0,20,0
1186,"Echo Therapeutics, Inc.",ECTE,Public,Pharmaceutical Industry,United States,18006,USD,0,17,0
1202,"Teleflex, Inc.",TFX,Public,Biotech Industry,United States,16458840032,USD,0,14400,0
1219,"Vyteris, Inc.",VYTRQ,Public,Biotech Industry,United States,,USD,0,13,0
1228,"NeurogesX, Inc.",NGSX,Public,Other,United States,,USD,0,35,0
1229,Orexo AB,ORX:SS,Public,Pharmaceutical Industry,Sweden,0,,,,
1231,AKELA Pharma Inc.,AKLPF,Public,Pharmaceutical Industry,United States,,,,,
1233,Teikoku Seiyaku,,Private,Pharmaceutical Industry,Japan,,,,,
1248,BioLineRx Ltd.,BLRX,Public,Biotech Industry,Israel,320443482,USD,51,51,
1252,"Synthetic Biologics, Inc.",SYN,Public,Pharmaceutical Industry,United States,5416513,USD,0,24,0
1253,Siemens AG,SI,Public,Biotech Industry,Germany,,,,,
1254,Smith & Nephew plc,SNN,Public,Pharmaceutical Industry,United Kingdom,20939554061,USD,15000,15000,
1257,Chemokine Therapeutics Corp.,,Private,Biotech Industry,Canada,,USD,0,,0
1259,"Amicus Therapeutics, Inc.",FOLD,Public,Biotech Industry,United States,,,,,
1263,"TMRC Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
1266,Cerecin Inc.,,Private,Biotech Industry,Singapore,,,,,
1271,Recoly N.V.,,Private,Biotech Industry,Belgium,,,,,
1273,Yakult Honsha Co. Ltd. ,2267:JP,Public,Pharmaceutical Industry,Japan,,,,,
1274,"DiObex, Inc.",,Private,Biotech Industry,United States,,,,,
1280,Diabetology Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
1284,Dong Wha Pharmaceutical Ind. Co.,000020:KS,Public,Pharmaceutical Industry,Korea (South),,,,,
1286,"AAIPharma, Inc.",,Private,Pharmaceutical Industry,United States,,,,,
1287,HoustonPharma,,Private,Biotech Industry,United States,,,,,
1288,"Avera Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
1289,"CoMentis, Inc.",,Private,Biotech Industry,United States,,,,,
1292,Grünenthal GmbH,,Private,Biotech Industry,United Kingdom,,,,,
1295,"Cocrystal Pharma, Inc.",COCP,Public,Other,United States,73311536,USD,0,10,0
1296,"Bukwang Pharmaceutical Co., Ltd.",003000:KS,Public,Pharmaceutical Industry,Korea (South),,,,,
1298,"Emergent BioSolutions, Inc.",EBS,Public,Biotech Industry,United States,2079577185,USD,0,1256,0
1305,"Nucleonics, Inc.",,Private,Biotech Industry,United States,,,,,
1307,Vifor Pharma Group ,GNHAY,Public,Biotech Industry,Switzerland,,,,,
1309,US Pharmacia,,Private,Other,Poland,,,,,
1311,Inspired Capital plc,ROVOF:US,Public,Biotech Industry,United Kingdom,,,,,
1312,"Biolex Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
1320,"Pherin Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
1321,Medivir AB,MVIRB:SS,Public,Pharmaceutical Industry,Sweden,,,,,
1323,Archemix Corp.,,Private,Biotech Industry,United States,,,,,
1325,"Protalix BioTherapeutics, Inc.",PLX,Public,Biotech Industry,Israel,36752467,USD,0,190,0
1326,"Cellectar Biosciences, Inc.",CLRB,Public,Pharmaceutical Industry,United States,10086506,USD,0,15,0
1327,Opko Health,OPK,Public,Biotech Industry,United States,1024380920,USD,0,6030,0
1328,"U.S. Stem Cell, Inc. ",USRM,Public,Biotech Industry,United States,2247461,USD,0,10,0
1330,"Heron Therapeutics, Inc.",HRTX,Public,Biotech Industry,United States,1355970758,USD,0,145,0
1332,"TRACON Pharmaceuticals, Inc.",TCON,Public,Biotech Industry,United States,15533090,USD,0,24,0
1335,"Acusphere, Inc.",ACUS,Public,Biotech Industry,United States,173273,USD,0,118,0
1336,Catalyst Pharmaceuticals Inc.,CPRX,Public,Biotech Industry,United States,615408149,USD,0,21,0
1342,Pharmaxis Ltd,PXS:AU,Public,Pharmaceutical Industry,Australia,382590816,AUD,58,58,
1343,Syneron Medical Ltd.,,Private,Biotech Industry,United States,,USD,817,817,
1358,"Fibrocell Science, Inc.",FCSC,Public,Biotech Industry,United States,17325866,USD,0,20,0
1359,Triax Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
1364,Innate Pharma S.A.,IPH:FP,Public,Biotech Industry,France,,,,,
1368,InDex Pharmaceuticals Holding AB,INDEX:SS,Public,Biotech Industry,Sweden,,,,,
1369,Merrion Pharmaceuticals Plc.,MERR:ID,Public,Biotech Industry,Ireland,,,,,
1374,Santhera Pharmaceuticals,SANN:SW,Public,Biotech Industry,Switzerland,,,,,
1376,"Intarcia Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
1378,Biotest AG,BIO:GR,Public,Biotech Industry,Germany,,,,,
1379,Sinovac Biotech Ltd.,SVA,Public,Biotech Industry,China,,USD,644,644,
1380,Validus Pharmaceuticals LLC,,Private,Biotech Industry,United States,,,,,
1382,"Radius Health, Inc.",RDUS,Public,Pharmaceutical Industry,United States,1077920343,USD,0,463,0
1383,"Artielle ImmunoTherapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
1384,TaiMed Biologics,4147:TT,Public,Biotech Industry,Taiwan,,,,,
1385,Evotec SE,EVTCY,Public,Biotech Industry,Germany,2387921407,USD,485,485,
1387,"AVEO Pharmaceuticals, Inc.",AVEO,Public,Biotech Industry,United States,82929309,USD,0,19,0
1394,"Nuo Therapeutics, Inc.",AURX,Public,Biotech Industry,United States,3321136,USD,0,15,0
1397,"Diabetogen Biosciences, Inc.",,Private,Biotech Industry,Canada,,,,,
1398,Endotis Pharma,,Private,Pharmaceutical Industry,France,,,,,
1400,ChronTech Pharma AB,CTEC:SS,Public,Biotech Industry,Sweden,,,,,
1401,"Osteologix Holdings, PLC",OLGXF,Public,Biotech Industry,Ireland,,USD,0,3,0
1403,Apitope Technology (Bristol) Ltd,,Private,Biotech Industry,Belgium,,,,,
1404,Nestle Health Science S.A.,NESN,Public,Biotech Industry,Switzerland,,,,,
1669,Bioton S.A.,BIO:PW,Public,Biotech Industry,Poland,,,,,
1671,Laboratoires S.M.B.,,Private,Biotech Industry,Belgium,,,,,
1675,"Wilmington Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
1691,OncoVista Innovative Therapies Inc.,OVIT,Public,Biotech Industry,United States,685553,USD,0,2,0
1716,Onxeo SA,ONXEO:FP,Public,Biotech Industry,France,,,,,
1717,7TM Pharma A/S,,Private,Pharmaceutical Industry,Denmark,,,,,
1752,"Athersys, Inc.",ATHX,Public,Biotech Industry,United States,180017242,USD,0,66,0
1765,"Kadmon Holdings, Inc.",KDMN,Public,Biotech Industry,United States,261332187,,,,
1770,Bial Pharmaceuticals,,Private,Pharmaceutical Industry,Portugal,,,,,
1800,"Auriga Laboratories, Inc.",ARGA,Public,Biotech Industry,United States,,USD,0,,0
1821,Iveric Bio,ISEE,Public,Biotech Industry,United States,,USD,0,38,0
1860,"Anthera Pharmaceuticals, Inc.",ANTH,Public,Biotech Industry,United States,1149271,USD,0,21,0
1877,"Tolerion, Inc.",,Private,Biotech Industry,United States,,,,,
1913,Anchiano Therapeutics Ltd.,ANCN,Public,Biotech Industry,United States,,USD,0,8,0
1920,BioInvent International AB,BINV.ST,Public,Biotech Industry,Sweden,,,,,
1938,MediBIC Group,2369:JP,Public,Biotech Industry,Japan,,,,,
1955,Chroma Therapeutics Limited,,Private,Biotech Industry,United Kingdom,,,,,
1966,"Marinus Pharmaceuticals, Inc.",MRNS,Public,Biotech Industry,United States,43767014,USD,0,15,0
1969,t2cure GmbH,,Private,Biotech Industry,Germany,,,,,
1973,"GlobeImmune, Inc.",GBIM,Public,Biotech Industry,United States,410662,USD,0,2,0
1984,"Portola Pharmaceuticals, Inc.",PTLA,Public,Biotech Industry,United States,1846865922,,,,
1985,"Dynogen Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2000,"Endochem, Inc.",,Private,Biotech Industry,United States,,,,,
2002,"Iroko Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
2030,"Zeria Pharmaceutical Co., Ltd.",4559:JP,Public,Biotech Industry,Japan,,,,,
2038,Alfresa Pharma Corporation,2784:JP,Public,Biotech Industry,Japan,,,,,
2042,SymBio Pharmaceuticals Ltd.,4582:JP,Public,Biotech Industry,Japan,,,,,
2049,"Acceleron Pharma, Inc.",XLRN,Public,Biotech Industry,United States,2012513288,USD,0,139,0
2052,Alba Therapeutics Corporation,,Private,Biotech Industry,United States,,,,,
2054,Plethora Solutions Holdings plc,PLE:LN,Public,Other,United Kingdom,,,,,
2058,Blue Note Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
2061,ImmuPharma PLC,IMM:LN,Public,Biotech Industry,United Kingdom,,,,,
2062,Neurim Pharmaceuticals Ltd.,,Private,Biotech Industry,Israel,,,,,
2063,"Cordex Pharma, Inc.",CDXP,Public,Biotech Industry,United States,,USD,0,3,0
2064,"Meiji Seika Pharma Co., Ltd",2269:JP,Public,Biotech Industry,Japan,,,,,
2065,ACRAF SpA (Gruppo Angelini),,Private,Biotech Industry,Italy,,,,,
2066,Karo Pharma AB,KARO.ST,Public,Biotech Industry,Sweden,,,,,
2067,Camurus AB,CAMRF,Public,Biotech Industry,Sweden,,,,,
2068,"Unigene Laboratories, Inc.",UGNE,Public,Biotech Industry,United States,28793,USD,0,53,0
2073,"Zogenix, Inc.",ZGNX,Public,Biotech Industry,United States,2098820630,USD,0,68,0
2075,"Argos Therapeutics, Inc.",ARGS,Public,Biotech Industry,United States,666959,USD,0,39,0
2076,Desitin Pharmaceuticals GmbH,,Private,Biotech Industry,Germany,,,,,
2079,GW Pharmaceuticals plc,GWPH,Public,Biotech Industry,United Kingdom,4218687503,USD,769,769,
2080,Zor Pharmaceuticals LLC,,Private,Biotech Industry,Israel,,,,,
2081,"Intellect Neurosciences, Inc.",ILNS,Public,Biotech Industry,United States,,USD,0,0,0
2082,Resverlogix Corporation,RVXCF,Public,Biotech Industry,Canada,,,,,
2084,PR Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
2087,"ARCA Biopharma, Inc.",ABIO,Public,Biotech Industry,United States,76443078,USD,0,20,0
2088,"Cogentus Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2089,"Apellis Pharmaceuticals, Inc.",APLS,Public,Biotech Industry,United States,1593352036,USD,0,39,0
2091,"Elixir Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2092,"Maxygen, Inc.",,Private,Biotech Industry,United States,,,,,
2093,Institut Biochimique SA,,Private,Biotech Industry,Switzerland,,,,,
2094,Pantarhei Bioscience B.V.,,Private,Biotech Industry,Netherlands,,,,,
2098,"Esperion Therapeutics, Inc.",ESPR,Public,Biotech Industry,United States,988521643,USD,0,57,0
2099,Allergy Therapeutics plc,AGY:LN,Public,Other,United Kingdom,,,,,
2100,"Sirion Holdings, Inc.",,Private,Biotech Industry,United States,,,,,
2113,Diasome Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
2115,"MacroGenics, Inc.",MGNX,Public,Biotech Industry,United States,603459662,USD,0,330,0
2116,"Arisaph Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
2117,"Kalypsys, Inc.",,Private,Biotech Industry,United States,,,,,
2118,Oramed Pharmaceuticals Inc.,ORMP,Public,Biotech Industry,Israel,55610748,USD,0,0,0
2136,"Transcription Factor Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
2155,Aqualis ASA,AQUA.OL,Public,Biotech Industry,Norway,,,,,
2215,"CanBas Co., Ltd.",4575:JP ,Public,Biotech Industry,Japan,,,,,
2219,HRA Pharma,,Private,Biotech Industry,France,,,,,
2251,NsGene A/S,,Private,Biotech Industry,Denmark,,,,,
2283,Genfit SA,GNFT,Public,Biotech Industry,France,,,,,
